,Id,L1_S24_F1510,L1_S24_F1525,L1_S24_F1559,L1_S24_F1582,L1_S24_F1827,L3_S32_F3851,L3_S32_F3854,L3_S30_D3496,L3_S30_D3501,L3_S30_D3506,L3_S30_D3511,L3_S30_D3516,L3_S33_D3856,StartTime,test_1,test_2,test_3,test_4,L0_S0_F0,L0_S0_F16,L0_S0_F20,L1_S24_F1604,L1_S24_F1632,L1_S24_F1695,L1_S24_F1723,L1_S24_F1846,L3_S29_F3407,L3_S30_F3749,L3_S30_F3759,L3_S32_F3850,L3_S33_F3855,L3_S33_F3865,L3_S38_F3952,Response,mindate,mindate_id_diff,mindate_id_diff_reverse
473,914,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,0.095,-0.026,0.255,,,,,,0.057,0.103,-0.119,,-0.119,0.067,,0,825.94,-2360151.0,-60370.0
475,917,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,0.115,0.061,-0.198,,,,,,0.063,0.013,-0.038,,0.017,0.018,,0,1144.03,-2366246.0,-1954.0
477,920,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00609756097561,0.00574851814646,0.0,,,,,,,,,-0.769,-0.132,0.086,,-0.074,0.035,,0,155.97,-2282958.0,-2287.0
479,926,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.285714285714,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,,,,,,,,,0.082,-0.136,0.045,,-0.119,-0.055,,0,1328.05,-1661059.0,-11072.0
481,929,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00609756097561,0.00574851814646,0.0,,,,,,,,,0.082,0.026,-0.011,,-0.256,0.108,,0,1397.11,-2222420.0,-11432.0
483,938,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.082,0.026,-0.01,,-0.119,-0.055,,0,1379.68,-2309315.0,-15554.0
485,940,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.0,0.0,,,,,,-0.007,0.011,0.139,0.037,0.271,-0.141,,-0.074,-0.193,,0,373.18,-2364861.0,-4187.0
487,942,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0217391304348,0.095,0.097,-0.128,,,,,,0.082,0.005,-0.026,,0.108,-0.136,,0,1378.4,-1725840.0,-3625.0
489,945,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,-0.029,0.183,-0.189,,,,,,0.082,-0.085,-0.138,,-0.119,-0.095,,0,555.94,-2236688.0,-53998.0
491,949,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.00574851814646,0.0,,,,,,,,,0.063,0.242,-0.087,,-0.029,-0.055,,0,944.23,-2365551.0,-40259.0
493,955,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00543507652371,0.00609756097561,0.00574851814646,0.0,0.016,0.347,0.261,,,,,,,,,,,,,0,575.0,-2348846.0,-53029.0
495,961,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.00568469349887,0.00732285160457,0.00574851814646,0.0,0.062,-0.102,0.246,,,,,,0.037,0.009,-0.133,,0.199,0.1,,0,335.59,-2328131.0,-6410.0
497,968,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,,,,,,,,,0.082,-0.177,0.126,,-0.074,-0.095,,0,565.85,-728803.0,-5827.0
499,973,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00574228697231,0.00574851814646,0.0,-0.042,0.102,-0.076,,,,,,0.057,-0.067,-0.134,,-0.074,-0.055,,0,617.37,-2356881.0,-7896.0
501,975,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.075,0.025,0.294,,,,,,0.104,0.144,-0.006,,-0.119,-0.014,,0,1566.11,-2327264.0,-11397.0
503,977,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00570678999824,0.00574851814646,0.0,,,,,,,,,0.063,-0.123,0.055,,0.108,0.108,,0,1124.98,-762593.0,-12499.0
505,985,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510481155642,0.0060099489019,0.00574851814646,0.00640403168119,0.219,-0.026,-0.102,,,,,,0.104,0.441,0.09,,-0.074,-0.136,,0,1636.2,-2273266.0,-1628559.0
507,989,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,-0.042,-0.235,0.194,,,,,,-0.029,-0.165,0.181,,0.153,0.035,,0,205.89,-2213307.0,-4281.0
509,994,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.00543507652371,0.00574228697231,0.00574851814646,0.0,,,,,,0.043,-0.055,0.029,0.057,-0.089,-0.066,,-0.119,0.083,,0,674.8,-2360996.0,-4821.0
511,996,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,0.023,-0.235,0.086,,,,,,-0.702,-0.167,0.234,,0.062,0.035,,0,63.89,-2361659.0,-1932.0
513,999,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00570678999824,0.00574851814646,0.0,0.141,-0.061,0.154,,,,,,0.104,0.376,0.127,,0.017,-0.177,,0,1625.8,-2222551.0,-1667.0
515,1003,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,,,,,,,,,0.063,0.103,-0.039,,0.244,0.23,,0,980.09,-2348184.0,-55592.0
517,1006,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.016,-0.056,0.305,,,,,,0.082,-0.152,-0.027,,0.108,0.091,,0,524.83,-2310739.0,-15229.0
519,1017,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066889632107,0.0060099489019,0.00574851814646,0.00640403168119,-0.075,-0.163,0.253,,,,,,0.082,-0.02,0.02,,0.199,-0.014,,0,1356.08,-1285583.0,-1978598.0
521,1021,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.037,0.055,-0.127,,0.153,0.059,,0,348.61,-2345823.0,-1667.0
523,1023,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,,,,,,,,,0.063,0.1,-0.037,,-0.074,0.026,,0,1150.68,-2364977.0,-10024.0
525,1026,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.055,-0.179,0.188,,,,,,0.063,0.119,0.054,,0.108,-0.104,,0,1113.3,-2353752.0,-57419.0
527,1030,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.0060099489019,0.00574851814646,0.0,-0.029,0.051,-0.13,,,,,,0.063,0.008,-0.165,,0.199,-0.063,,0,1164.69,-2354777.0,-52335.0
529,1034,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.00574851814646,0.0,,,,,,,,,0.037,0.351,-0.095,,0.062,0.197,,0,291.61,-2316106.0,-1974.0
531,1040,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.00574228697231,0.00574851814646,0.0,-0.101,-0.26,-0.113,,,,,,0.082,0.029,0.201,,0.108,0.026,,0,1361.04,-2309433.0,-48555.0
533,1043,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0166666666667,-0.127,0.025,-0.25,,,,,,0.063,0.138,-0.026,,0.108,-0.022,,0,958.9,-2309057.0,-3051.0
535,1046,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.00574851814646,0.0,-0.023,0.051,-0.081,,,,,,0.063,-0.152,0.105,,-0.119,0.002,,0,1243.14,-2333836.0,-2930.0
537,1049,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,0.047,-0.016,,,-0.143,0.057,-0.155,-0.149,,0.108,0.148,,0,752.6,-950380.0,-56249.0
539,1053,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.037,0.026,-0.122,,0.108,0.181,,1,298.91,-2176553.0,-8355.0
541,1055,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00540177371674,0.00574851814646,0.0217391304348,0.003,0.066,0.1,,,,,,-0.702,-0.179,0.215,,-0.119,-0.047,,0,113.12,-2315437.0,-3698.0
543,1061,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,-0.147,0.071,-0.036,,,,,,,,,,,,,0,1376.71,-2361899.0,-2190.0
545,1063,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.0135473876919,0.0,0.043,0.122,0.023,,,,,,0.082,-0.058,0.179,,0.062,-0.014,,0,1365.36,1.0,-4944.0
547,1066,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.0135473876919,0.0,-0.029,-0.179,0.076,,,,,,0.082,-0.162,-0.124,,-0.165,0.067,-0.002,0,523.66,1.0,-7838.0
549,1069,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,0.056,-0.031,0.277,,,,,,0.063,0.243,-0.094,,0.199,0.026,,0,924.46,-2363527.0,-2223.0
551,1076,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00490035935969,0.0060099489019,0.00574851814646,0.0,0.134,0.066,-0.238,,,,,,0.082,-0.034,0.009,,0.017,0.067,,0,1316.85,-1436080.0,-3986.0
553,1080,0.00932835820896,0.00941676792224,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.00574851814646,0.0,,,,-0.008,0.015,,,-0.1,0.057,-0.124,0.03,,-0.074,0.108,,0,690.12,-2314018.0,-8443.0
555,1083,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.0,0.0,-0.068,0.03,-0.109,,,,,,0.082,0.026,0.063,,0.017,0.026,,0,1412.86,-2326071.0,-8132.0
557,1097,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00574228697231,0.0,0.0,-0.003,0.087,0.061,,,,,,0.082,-0.16,-0.114,,-0.119,-0.006,,0,557.89,-2313495.0,-53752.0
559,1099,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,,,,,,,,,0.063,0.164,-0.119,,-0.029,0.043,,0,979.92,-2313482.0,-62427.0
561,1102,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,0.141,-0.016,0.337,,,,,,0.104,-0.026,0.071,,0.153,-0.014,,0,1641.81,-1747879.0,-6490.0
563,1106,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.0135473876919,0.0,,,,,,,,,-0.657,-0.183,0.158,,-0.029,0.043,-0.002,0,30.84,1.0,-4118.0
565,1112,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.1,0.111111111111,0.00543507652371,0.00574228697231,0.00574851814646,0.00640403168119,,,,,,0.043,-0.06,0.021,0.057,-0.166,-0.044,,-0.074,-0.169,,0,804.59,-2204568.0,-920048.0
567,1115,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.00574851814646,0.0,,,,,,-0.007,0.02,0.155,0.057,-0.158,0.119,,0.244,0.018,,0,774.02,-1288446.0,-63872.0
569,1118,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.063,0.18,0.069,,0.017,-0.177,,0,986.92,-2267237.0,-2367.0
571,1124,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510481155642,0.0060099489019,0.00574851814646,0.0,0.016,0.081,-0.205,,,,,,0.063,-0.09,0.293,,0.29,-0.047,,0,1090.89,-2315447.0,-2373.0
573,1127,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00568469349887,0.00570678999824,0.00574851814646,0.0,-0.134,0.036,-0.15,,,,,,,,,,,,,0,570.9,-2336259.0,-1483.0
575,1132,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.015,-0.183,0.084,,0.017,-0.104,,0,238.08,-2366119.0,-11641.0
577,1138,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510481155642,0.00574228697231,0.00574851814646,0.0,-0.023,-0.138,-0.029,,,,,,0.104,0.2,0.012,,-0.074,-0.014,,0,1508.49,-2355410.0,-5320.0
579,1140,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,0.128,-0.138,0.307,,,,,,0.104,0.093,0.058,,0.062,-0.136,,0,1647.24,-2364884.0,-2425.0
581,1142,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.029,0.066,-0.044,,,,,,-0.029,-0.18,-0.068,,-0.074,0.002,,0,204.48,-2361945.0,-2536.0
583,1144,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0178571428571,-0.029,0.03,0.055,,,,,,0.063,0.181,-0.089,,-0.074,-0.226,,0,938.67,-2322402.0,-3623.0
585,1146,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.00640403168119,-0.062,-0.194,0.01,,,,,,0.101,-0.166,-0.122,,0.062,-0.047,,0,602.59,-2366050.0,-62768.0
587,1150,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00570678999824,0.00574851814646,0.0,0.088,0.03,-0.179,,,,,,0.104,0.063,0.249,0.071,-0.029,-0.095,,0,1446.27,-1989175.0,-3103.0
589,1155,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00570678999824,0.00574851814646,0.0752187411798,,,,,,,,,0.082,-0.053,0.078,,0.108,0.059,,0,1289.52,-2297586.0,-1.0
591,1160,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00384697584954,0.0,0.0,,,,,,,,,0.063,-0.162,-0.041,,0.062,-0.006,,0,1261.66,-726836.0,-4677.0
593,1168,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00570678999824,0.0,0.0,,,,,,,,,0.082,0.102,0.106,,0.153,-0.03,,0,487.41,-2308610.0,-84792.0
595,1172,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00568469349887,0.00732285160457,0.00574851814646,0.00640403168119,,,,,,-0.007,0.036,0.181,,,,,,,,0,792.31,-2306488.0,-582227.0
597,1180,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.00574851814646,0.0,0.121,0.138,-0.121,,,,,,0.104,0.162,0.007,,0.244,0.067,,0,1432.79,-2218645.0,-4922.0
599,1184,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.00640403168119,,,,,,,,,0.037,0.231,0.106,,-0.119,0.295,,0,281.65,-2170964.0,-255410.0
601,1186,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00540177371674,0.00574851814646,0.0,-0.18,-0.179,-0.305,,,,,,0.104,0.257,-0.041,,0.244,-0.095,,0,1465.19,-2360228.0,-108374.0
603,1191,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00570678999824,0.00574851814646,0.0,-0.062,0.081,0.313,,,,,,0.079,0.168,-0.046,,-0.029,-0.144,,0,618.09,-2365046.0,-65146.0
605,1195,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00568469349887,0.0060099489019,0.0135473876919,0.0,-0.023,-0.235,0.215,,,,,,,,,,,,,0,522.67,1.0,-1990.0
607,1198,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00540177371674,0.00574851814646,0.0,0.128,0.036,-0.038,,,,,,0.057,0.134,-0.032,,0.062,0.051,,0,836.69,-2328628.0,-9689.0
609,1207,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510481155642,0.0060099489019,0.00574851814646,0.0,-0.062,0.051,-0.193,,,,,,0.037,0.17,-0.137,,0.017,0.051,,0,291.66,-2201586.0,-9188.0
611,1210,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,,,,-0.008,-0.014,,,-0.141,0.057,-0.138,-0.119,,-0.165,0.026,,0,671.42,-2122096.0,-55470.0
613,1213,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0833333333333,0.0833333333333,0.0833333333333,0.0833333333333,0.0833333333333,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.023,0.015,0.299,,,,,,0.082,-0.15,-0.105,,0.062,-0.128,,0,526.97,-2366077.0,-2942.0
615,1215,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.125,0.125,0.125,0.125,0.125,0.111111111111,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.00640403168119,,,,,,-0.007,-0.056,0.026,0.057,-0.128,0.237,,0.153,-0.079,,0,789.91,-1092529.0,-1062844.0
617,1217,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.082,0.025,0.138,,,,,,0.037,0.164,0.021,,-0.256,-0.014,,0,269.3,-2359788.0,-73015.0
619,1219,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,0.01,0.005,0.218,,,,,,0.082,0.047,0.18,,0.062,-0.047,,0,1299.13,-1949286.0,-2154.0
621,1222,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.00602373084208,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.082,-0.087,-0.182,,,,,,0.104,0.164,0.152,,-0.029,0.067,,0,1434.05,-2311675.0,-5003.0
623,1225,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00570678999824,0.00574851814646,0.0,,,,,,,,,0.082,-0.101,-0.132,,0.017,0.043,,0,553.81,-2306761.0,-13182.0
625,1230,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00570678999824,0.00574851814646,0.0,,,,,,,,,0.063,-0.144,-0.024,,0.017,-0.006,,0,1262.1,-2336606.0,-13020.0
