,Id,start_date,start_date_id_diff,start_date_id_diff_reverse,L1_S24_F1559,L3_S32_F3851,L1_S24_F1827,L1_S24_F1582,L3_S32_F3854,L1_S24_F1510,L1_S24_F1525,L3_S30_start_date,start_date_OOF,start_date_id_diff_OOF,start_date_id_diff_reverse_OOF,L1_S24_F1559_OOF,L3_S32_F3851_OOF,L1_S24_F1827_OOF,L1_S24_F1582_OOF,L3_S32_F3854_OOF,L1_S24_F1510_OOF,L1_S24_F1525_OOF,L3_S30_start_date_OOF
700,1387,678.28,-1174688,-168936,0,0,0,0,0,0,0,719.26,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
702,1389,1440.4,-2365184,-5760,0,0,0,0,0,0,0,1441.91,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
703,1390,636.51,-2300211,-6840,0,0,0,0,0,0,0,638.93,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
704,1391,558.59,-2310761,-1,0,0,0,0,0,0,0,561.18,0.0625,0.00588929271625,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
706,1406,203.75,-2278214,-3720,0,0,0,0,0,0,0,204.6,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
708,1410,996.36,-1682974,-180985,0,0,0,0,0,0,0,1191.0,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
709,1411,510.59,-2338504,-47364,0,0,0,0,0,0,0,517.69,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
711,1414,314.42,1,-10715,0,0,0,0,0,0,0,317.56,0.0,0.0124554660981,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
713,1419,1428.5,-2259741,-56359,0,0,0,0,0,0,0,1429.81,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
715,1423,205.81,-2340368,-84580,0,0,0,0,0,0,0,216.87,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
716,1425,154.84,-2306140,-2915,0,0,0,0,0,0,0,155.33,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
717,1426,1512.87,-2244252,-1,0,0,0,0,0,0,0,1513.4,0.0,0.00588929271625,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
718,1429,364.01,-2306279,-3828,0,0,0,0,0,0,0,366.27,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
723,1446,1561.82,-2296776,-4492,0,0,0,0,0,0,0,1565.54,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
724,1447,804.99,-2349497,-2999,1,0,1,0,0,3,3,812.06,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
725,1450,252.02,-564416,-7973,0,0,0,0,0,0,0,253.09,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
726,1451,351.6,-2361076,-10057,0,0,0,0,0,0,0,418.78,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
731,1461,704.11,-2334637,-26323,0,0,0,0,0,0,0,706.8,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
732,1463,379.65,-2229806,-5633,0,0,0,0,0,0,0,423.89,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
733,1464,978.19,-2360919,-24994,0,0,0,0,0,0,0,980.64,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
735,1473,671.59,-2362186,-3404,0,0,0,0,0,0,0,673.08,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
740,1487,962.02,-1918031,-103076,0,0,0,0,0,0,0,964.04,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
741,1492,289.92,-2283427,-58896,0,0,0,0,0,0,0,292.79,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
744,1500,87.44,-2252382,-1336,0,0,0,0,0,0,0,89.64,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
746,1503,90.68,-2360206,-120247,0,0,0,0,0,0,0,97.39,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
750,1513,1258.53,-2362584,-1,1,0,1,0,0,2,2,1311.4,0.0,0.00588929271625,0.0743275594987,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00804162724693,0.00764058679707,0.0
752,1517,1307.08,-2360011,-66605,0,0,0,0,0,0,0,1309.55,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
753,1520,937.38,-2361722,-2858,0,0,0,0,0,0,0,942.1,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
756,1538,1291.46,-2363885,-2316,0,0,0,0,0,0,0,1295.09,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
757,1539,930.77,-2077228,-5584,0,0,0,0,0,0,0,940.33,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
758,1541,1274.92,-2144559,-46858,0,0,0,0,0,0,0,1290.12,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
759,1542,420.53,-2310811,-11164,0,0,0,0,0,0,0,472.54,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
764,1549,835.12,-2310799,-1644,0,0,0,0,0,0,0,-9.0,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
769,1557,807.83,-2349726,-56482,0,0,0,0,0,0,0,812.25,0.0769230769231,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
771,1560,889.3,-2364650,-10902,0,0,0,0,0,0,0,895.4,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0909090909091
772,1561,971.86,-2356853,-2984,0,0,0,0,0,0,0,973.85,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
773,1563,606.41,-2349019,-54276,0,0,0,0,0,0,0,609.67,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
774,1566,1022.56,-2363786,-8481,0,0,0,0,0,0,0,1059.85,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
775,1579,336.43,-2364362,-3102,0,0,0,0,0,0,0,338.25,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
779,1590,625.82,-2309649,-883,0,0,0,0,0,0,0,633.38,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
783,1599,272.37,1,-120776,0,0,0,0,0,0,0,273.68,0.0,0.0124554660981,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
784,1600,257.44,-2303103,-2827,0,0,0,0,0,0,0,258.03,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
785,1601,139.66,-2362731,-1402,0,0,0,0,0,0,0,140.23,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
786,1603,1223.03,-2306371,-67006,0,0,0,0,0,0,0,1224.59,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
787,1604,251.2,-2364502,-1000,0,0,0,0,0,0,0,252.25,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
788,1606,1650.54,-2354668,-30630,0,0,0,0,0,0,0,1652.8,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
789,1609,1146.85,-2365479,-62283,0,0,0,0,0,0,0,1148.2,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
790,1611,1457.25,-2365769,-3398,0,0,0,0,0,0,0,1457.9,0.0588235294118,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
792,1614,1194.29,-2292397,-4662,1,0,1,0,0,3,3,1207.24,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
793,1615,1188.01,-991746,-12229,1,0,1,0,0,2,3,1205.4,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00804162724693,0.0094374686899,0.0
794,1616,1398.78,-2286815,-42382,0,0,0,0,0,0,0,1400.46,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
798,1620,364.7,-1636123,-2203,0,0,0,0,0,0,0,366.97,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
801,1625,673.98,-2363354,-2424,0,0,0,0,0,0,0,676.81,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
804,1629,1364.91,-2323011,-3020,0,0,0,0,0,0,0,1367.16,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
806,1631,924.33,-2299659,-2328,0,0,0,0,0,0,0,928.44,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
812,1642,1161.06,1445,-2980,0,0,0,0,0,0,0,1191.7,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
813,1643,232.09,-2291888,-1217,0,0,0,0,0,0,0,233.8,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
814,1644,166.44,-2230405,-3207,0,0,0,0,0,0,0,166.73,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
815,1645,656.44,-2329397,-7074,0,0,0,0,0,0,0,668.27,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
816,1649,399.6,-2178424,-1,0,0,0,0,0,0,0,464.57,0.0,0.00588929271625,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
818,1652,997.12,-2309263,-2024,1,0,1,0,0,3,3,1011.54,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
820,1655,66.32,-2292293,-1168,0,0,0,0,0,0,0,68.62,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
821,1656,929.02,-2283803,-3789,0,0,0,0,0,0,0,939.6,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
823,1661,995.94,-1967043,-20560,0,0,0,0,0,0,0,1012.29,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
824,1663,131.55,-2340539,-788,0,0,0,0,0,0,0,137.54,0.0666666666667,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
826,1669,248.34,-2300999,-906,0,0,0,0,0,0,0,249.41,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
828,1672,1413.1,-2328247,-758,0,0,0,0,0,0,0,-9.0,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
831,1679,252.06,-2348626,-10413,0,0,0,0,0,0,0,253.26,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
832,1681,921.06,1218,-5081,0,0,0,0,0,0,0,923.24,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
836,1693,825.41,-1969959,-3637,0,0,0,0,0,0,0,829.66,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
837,1695,140.5,-564880,-106492,0,0,0,0,0,0,0,148.03,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
839,1698,903.65,-2352793,-57113,0,0,0,0,0,0,0,907.52,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
840,1700,17.9,-2361499,-55366,0,0,0,0,0,0,0,23.5,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
847,1708,1142.9,-2172336,-1977,0,0,0,0,0,0,0,1144.28,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
848,1709,51.26,-2361513,-51010,0,0,0,0,0,0,0,56.79,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
851,1715,486.79,-2353926,-164610,0,0,0,0,0,0,0,487.23,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
853,1720,64.26,-2217942,-2621,0,0,0,0,0,0,0,67.2,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
856,1725,141.37,-2275593,-1,0,0,0,0,0,0,0,152.36,0.0,0.00588929271625,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
857,1726,141.37,1,-1632915,0,0,0,0,0,0,0,152.36,0.0,0.0124554660981,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
862,1739,402.83,-2352721,-1633624,0,0,0,0,0,0,0,406.53,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
863,1740,994.15,-2333589,-54401,0,0,0,0,0,0,0,1011.6,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
864,1741,40.28,-2359043,-3749,0,0,0,0,0,0,0,50.29,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
865,1744,1272.61,-2312137,-12246,0,0,0,0,0,0,0,1288.74,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.125
868,1748,822.95,-2364186,-3360,0,0,0,0,0,0,0,826.61,0.1,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
869,1750,550.22,-2353399,-1,0,0,0,0,0,0,0,-9.0,0.0,0.00588929271625,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
870,1751,550.22,1,-1400,0,0,0,0,0,0,0,-9.0,0.0,0.0124554660981,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
873,1757,961.74,-2362562,-51446,0,0,0,0,0,0,0,963.65,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
874,1758,1624.71,-2285941,-135777,0,0,0,0,0,0,0,1625.87,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
875,1768,902.38,-2301498,-2819,0,0,0,0,0,0,0,905.65,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
876,1769,879.96,-2360595,-1,0,0,0,0,0,0,0,890.69,0.0,0.00588929271625,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
877,1773,460.94,-2363499,-45701,1,0,1,0,0,3,3,503.63,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
878,1775,15.44,-2362566,-11074,0,0,0,0,0,0,0,21.41,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
881,1781,1497.22,-1841655,-54246,0,0,0,0,0,0,0,1501.0,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
882,1784,1409.25,-1678143,-21654,0,0,0,0,0,0,0,1410.44,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
883,1786,354.39,-2321959,-32776,0,0,0,0,0,0,0,365.25,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
885,1790,1176.02,-2364367,-68306,1,0,1,0,0,3,3,1194.02,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
890,1800,1532.98,-2365377,-59273,0,0,0,0,0,0,0,1543.71,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
894,1809,1018.37,-856337,-118374,0,0,0,0,0,0,0,1047.93,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
895,1812,154.95,-2076341,-1330574,0,0,0,0,0,0,0,157.26,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
896,1816,896.95,-2360815,-131330,0,0,0,0,0,0,0,904.05,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
898,1821,1215.06,-2351098,-68556,0,0,0,0,0,0,0,-9.0,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
